status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
failed,,botanical,palm leaves,hand-drawn,cool ocean,recraft-v3,PalmLeaves Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; palm; leaves; botanical; hand-drawn; cool; ocean,"Seamless tileable pattern of Tropical palm leaf pattern with fan-shaped fronds, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,pastel,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; pastel,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,navy gold,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; navy; gold,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,earth tones,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,monochrome,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; monochrome,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,warm sunset,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,fern,flat vector,cool ocean,recraft-v3,Fern FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,pastel,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; pastel,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,navy gold,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; navy; gold,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,earth tones,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; earth; tones,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,monochrome,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; monochrome,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,warm sunset,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,fern,watercolor,cool ocean,recraft-v3,Fern Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,pastel,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; pastel,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,navy gold,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; navy; gold,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,earth tones,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; earth; tones,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,monochrome,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; monochrome,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,warm sunset,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; warm; sunset,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,fern,hand-drawn,cool ocean,recraft-v3,Fern Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fern; botanical; hand-drawn; cool; ocean,"Seamless tileable pattern of Delicate fern fronds pattern with detailed pinnate leaves, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,pastel,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; pastel,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,navy gold,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; navy; gold,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,earth tones,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,monochrome,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; monochrome,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,warm sunset,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,flat vector,cool ocean,recraft-v3,OliveBranch FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,pastel,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; pastel,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,navy gold,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; navy; gold,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,earth tones,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; earth; tones,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,monochrome,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; monochrome,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,warm sunset,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,watercolor,cool ocean,recraft-v3,OliveBranch Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,pastel,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; pastel,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,navy gold,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; navy; gold,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,earth tones,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; earth; tones,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,monochrome,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; monochrome,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,warm sunset,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; warm; sunset,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,botanical,olive branch,hand-drawn,cool ocean,recraft-v3,OliveBranch Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; olive; branch; botanical; hand-drawn; cool; ocean,"Seamless tileable pattern of Mediterranean olive branch pattern with small leaves and olives, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,botanical,bamboo,flat vector,pastel,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; pastel,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,botanical,bamboo,flat vector,navy gold,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; navy; gold,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
